juris_id,ecozone,canfi_species,genus,species,variety,a1,a2,a3,b1,b2,b3,c1,c2,c3,count
BC,13,1400,ACER,SPP,NA,-1.245223,1.115e-4,-0.0909402,-0.1433123,3.92e-5,-0.2817628,-0.6381011,2.152e-4,-0.4880087,36
BC,13,1403,ACER,MAC,NA,-1.245223,1.115e-4,-0.0909402,-0.1433123,3.92e-5,-0.2817628,-0.6381011,2.152e-4,-0.4880087,36
BC,13,1420,ACER,CIR,NA,-1.245223,1.115e-4,-0.0909402,-0.1433123,3.92e-5,-0.2817628,-0.6381011,2.152e-4,-0.4880087,36
BC,13,1500,GENH,SPP,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,13,1800,ALNU,SPP,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,13,1802,ALNU,RUB,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,13,2100,QUER,SPP,NA,-1.245223,1.115e-4,-0.0909402,-0.1433123,3.92e-5,-0.2817628,-0.6381011,2.152e-4,-0.4880087,36
BC,13,2103,QUER,GAR,NA,-1.241087,3.256e-4,-0.1178314,-0.6611931,3.429e-4,-0.2030703,2.034186,0.0063598,-1.152595,49
BC,13,2803,PRUN,EMA,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,13,3300,ARBU,MEN,NA,-1.241087,3.256e-4,-0.1178314,-0.6611931,3.429e-4,-0.2030703,2.034186,0.0063598,-1.152595,49
BC,13,3300,ARBU,SPP,NA,-1.241087,3.256e-4,-0.1178314,-0.6611931,3.429e-4,-0.2030703,2.034186,0.0063598,-1.152595,49
BC,13,3500,SALI,SPP,NA,-2.032221,-0.0022207,0.1560215,-0.1270363,-0.002147,-0.2358926,-0.2603108,4.764e-4,-0.4353695,7
BC,13,3930,MALU,SPP,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,13,3930,MALU,FUS,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,13,3930,MALU,COR,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,100,PICE,SPP,NA,-1.757442,7.5e-5,-0.0584177,-0.3536965,4.598e-4,-0.2777034,0.1295546,6.043e-4,-0.486723,293
BC,14,101,PICE,MAR,NA,-1.8679,-0.0011901,0.0124362,0.2574304,0.0024547,-0.512113,0.2781854,3.206e-4,-0.4885781,20
BC,14,104,PICE,ENG,NA,-1.161836,4.05e-5,-0.1706206,0.122529,-6.311e-4,-0.2523991,0.6790304,9.45e-5,-0.5072063,823
BC,14,104,PICE,ENG,GLA,-1.161836,4.05e-5,-0.1706206,0.122529,-6.311e-4,-0.2523991,0.6790304,9.45e-5,-0.5072063,823
BC,14,105,PICE,GLA,NA,-1.00906,4.935e-4,-0.2195034,3.724192,0.0047118,-1.238587,3.339834,0.003175,-1.208405,6480
BC,14,106,PICE,SIT,NA,-3.361127,-7.99e-4,0.3065271,-0.2673702,-5.612e-4,-0.1982598,0.6649001,4.419e-4,-0.4669806,309
BC,14,106,PICE,SIT,X,-3.361127,-7.99e-4,0.3065271,-0.2673702,-5.612e-4,-0.1982598,0.6649001,4.419e-4,-0.4669806,309
BC,14,111,PICE,LUT,X,-1.00906,4.935e-4,-0.2195034,3.724192,0.0047118,-1.238587,3.339834,0.003175,-1.208405,6480
BC,14,111,PICE,LUT,NA,-1.00906,4.935e-4,-0.2195034,3.724192,0.0047118,-1.238587,3.339834,0.003175,-1.208405,6480
BC,14,200,PINU,SPP,NA,-1.404555,1.692e-4,-0.1777955,0.4829938,0.0010944,-0.5552174,0.3408325,9.288e-4,-0.6203242,10701
BC,14,201,PINU,MON,NA,-0.5118219,9.205e-4,-0.3217572,2.019649,0.0022129,-0.7684928,2.662205,0.0026659,-1.021211,104
BC,14,203,PINU,BAN,NA,-1.404555,1.692e-4,-0.1777955,0.4829938,0.0010944,-0.5552174,0.3408325,9.288e-4,-0.6203242,10701
BC,14,204,PINU,CON,NA,-1.404555,1.692e-4,-0.1777955,0.4829938,0.0010944,-0.5552174,0.3408325,9.288e-4,-0.6203242,10701
BC,14,204,PINU,CON,LAT,-1.404555,1.692e-4,-0.1777955,0.4829938,0.0010944,-0.5552174,0.3408325,9.288e-4,-0.6203242,10701
BC,14,206,PINU,ALB,NA,-0.8243702,0.0013559,-0.2982203,2.185823,0.0024881,-0.788496,2.422945,0.0026234,-0.9501085,107
BC,14,208,PINU,PON,NA,-2.072806,-9.6e-4,-0.0156953,0.7278768,0.0018701,-0.5897837,-0.3655799,4.557e-4,-0.4323731,273
BC,14,213,PINU,FLE,NA,-0.8243702,0.0013559,-0.2982203,2.185823,0.0024881,-0.788496,2.422945,0.0026234,-0.9501085,107
BC,14,300,ABIE,SPP,NA,-1.001528,6.186e-4,-0.1903246,2.40352,0.0032284,-0.8308831,1.761826,0.0018633,-0.7672554,6125
BC,14,301,ABIE,AMA,NA,-1.001528,6.186e-4,-0.1903246,2.40352,0.0032284,-0.8308831,1.761826,0.0018633,-0.7672554,6125
BC,14,302,ABIE,BAL,NA,-1.001528,6.186e-4,-0.1903246,2.40352,0.0032284,-0.8308831,1.761826,0.0018633,-0.7672554,6125
BC,14,303,ABIE,GRA,NA,-1.001528,6.186e-4,-0.1903246,2.40352,0.0032284,-0.8308831,1.761826,0.0018633,-0.7672554,6125
BC,14,304,ABIE,LAS,NA,-1.001528,6.186e-4,-0.1903246,2.40352,0.0032284,-0.8308831,1.761826,0.0018633,-0.7672554,6125
BC,14,308,ABIE,BIF,NA,-1.001528,6.186e-4,-0.1903246,2.40352,0.0032284,-0.8308831,1.761826,0.0018633,-0.7672554,6125
BC,14,400,TSUG,SPP,NA,-1.212644,4.417e-4,-0.137378,0.704756,-2.659e-4,-0.3895794,1.281835,-0.0011045,-0.5916393,1952
BC,14,402,TSUG,HET,NA,-1.212644,4.417e-4,-0.137378,0.704756,-2.659e-4,-0.3895794,1.281835,-0.0011045,-0.5916393,1952
BC,14,403,TSUG,MER,NA,-1.933328,-2.669e-4,0.0500062,-2.304049,-9.398e-4,0.1633143,-2.237917,-8.285e-4,0.0173515,31
BC,14,404,TSUG,MER,HET,-1.933328,-2.669e-4,0.0500062,-2.304049,-9.398e-4,0.1633143,-2.237917,-8.285e-4,0.0173515,31
BC,14,500,PSEU,MEN,NA,-1.44127,1.152e-4,-0.0605321,-0.5390081,1.701e-4,-0.1740484,-0.5489395,-4.82e-5,-0.257643,7492
BC,14,500,PSEU,MEN,MEN,-1.44127,1.152e-4,-0.0605321,-0.5390081,1.701e-4,-0.1740484,-0.5489395,-4.82e-5,-0.257643,7492
BC,14,500,PSEU,MEN,GLA,-1.44127,1.152e-4,-0.0605321,-0.5390081,1.701e-4,-0.1740484,-0.5489395,-4.82e-5,-0.257643,7492
BC,14,500,PSEU,SPP,NA,-1.44127,1.152e-4,-0.0605321,-0.5390081,1.701e-4,-0.1740484,-0.5489395,-4.82e-5,-0.257643,7492
BC,14,600,LARI,SPP,NA,-2.161013,3.227e-4,0.0204651,-1.458815,5.336e-4,-0.1485879,-1.734942,5.368e-4,-0.2083722,633
BC,14,602,LARI,LAR,NA,-2.161013,3.227e-4,0.0204651,-1.458815,5.336e-4,-0.1485879,-1.734942,5.368e-4,-0.2083722,633
BC,14,603,LARI,OCC,NA,-2.161013,3.227e-4,0.0204651,-1.458815,5.336e-4,-0.1485879,-1.734942,5.368e-4,-0.2083722,633
BC,14,604,LARI,LYA,NA,-2.161013,3.227e-4,0.0204651,-1.458815,5.336e-4,-0.1485879,-1.734942,5.368e-4,-0.2083722,633
BC,14,700,THUJ,SPP,NA,-1.016917,5.282e-4,-0.1872104,0.2404317,3.952e-4,-0.3496854,0.6514865,6.96e-5,-0.5468589,1904
BC,14,702,THUJ,PLI,NA,-1.016917,5.282e-4,-0.1872104,0.2404317,3.952e-4,-0.3496854,0.6514865,6.96e-5,-0.5468589,1904
BC,14,901,TAXU,BRE,NA,-1.016917,5.282e-4,-0.1872104,0.2404317,3.952e-4,-0.3496854,0.6514865,6.96e-5,-0.5468589,1904
BC,14,1000,CHAM,SPP,NA,-0.9834271,4.674e-4,-0.2356425,2.309915,0.0011647,-0.7995195,3.442847,0.00194,-1.121712,299
BC,14,1001,CHAM,NOO,NA,-0.9834271,4.674e-4,-0.2356425,2.309915,0.0011647,-0.7995195,3.442847,0.00194,-1.121712,299
BC,14,1100,GENC,SPP,NA,-1.00906,4.935e-4,-0.2195034,3.724192,0.0047118,-1.238587,3.339834,0.003175,-1.208405,6480
BC,14,1150,UNKN,SPP,NA,-1.374904,8.101e-4,-0.1518118,-0.0273913,0.0010357,-0.3563075,-0.2213073,6.12e-5,-0.3878608,35836
BC,14,1200,POPU,SPP,NA,-1.135726,3.52e-5,-0.1128682,-0.7983369,1.015e-4,-0.2279167,-1.417116,-3.774e-4,-0.2950961,1044
BC,14,1201,POPU,TRE,NA,-1.135726,3.52e-5,-0.1128682,-0.7983369,1.015e-4,-0.2279167,-1.417116,-3.774e-4,-0.2950961,1044
BC,14,1203,POPU,BAL,NA,-0.1941711,3.946e-4,-0.348334,0.4533885,0.0016546,-0.4663858,-0.099599,-8.68e-5,-0.6003633,143
BC,14,1203,POPU,BAL,BAL,-0.1941711,3.946e-4,-0.348334,0.4533885,0.0016546,-0.4663858,-0.099599,-8.68e-5,-0.6003633,143
BC,14,1203,POPU,BAL,GLA,-0.1941711,3.946e-4,-0.348334,0.4533885,0.0016546,-0.4663858,-0.099599,-8.68e-5,-0.6003633,143
BC,14,1204,POPU,TRI,NA,-0.1941711,3.946e-4,-0.348334,0.4533885,0.0016546,-0.4663858,-0.099599,-8.68e-5,-0.6003633,143
BC,14,1300,BETU,SPP,NA,-1.435142,1.3e-4,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,8.751e-4,-0.4184697,295
BC,14,1303,BETU,PAP,NA,-1.435142,1.3e-4,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,8.751e-4,-0.4184697,295
BC,14,1303,BETU,PAP,PAP,-1.435142,1.3e-4,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,8.751e-4,-0.4184697,295
BC,14,1305,BETU,NEO,NA,-1.435142,1.3e-4,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,8.751e-4,-0.4184697,295
BC,14,1305,BETU,ALA,NA,-1.435142,1.3e-4,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,8.751e-4,-0.4184697,295
BC,14,1308,BETU,PAP,NEO,-1.435142,1.3e-4,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,8.751e-4,-0.4184697,295
BC,14,1314,BETU,OCC,NA,-1.435142,1.3e-4,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,8.751e-4,-0.4184697,295
BC,14,1400,ACER,SPP,NA,-1.245223,1.115e-4,-0.0909402,-0.1433123,3.92e-5,-0.2817628,-0.6381011,2.152e-4,-0.4880087,36
BC,14,1403,ACER,MAC,NA,-1.245223,1.115e-4,-0.0909402,-0.1433123,3.92e-5,-0.2817628,-0.6381011,2.152e-4,-0.4880087,36
BC,14,1420,ACER,CIR,NA,-1.245223,1.115e-4,-0.0909402,-0.1433123,3.92e-5,-0.2817628,-0.6381011,2.152e-4,-0.4880087,36
BC,14,1500,GENH,SPP,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,1800,ALNU,SPP,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,1802,ALNU,RUB,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,2100,QUER,SPP,NA,-1.245223,1.115e-4,-0.0909402,-0.1433123,3.92e-5,-0.2817628,-0.6381011,2.152e-4,-0.4880087,36
BC,14,2803,PRUN,EMA,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,3500,SALI,SPP,NA,-2.032221,-0.0022207,0.1560215,-0.1270363,-0.002147,-0.2358926,-0.2603108,4.764e-4,-0.4353695,7
BC,14,3930,MALU,SPP,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,3930,MALU,FUS,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,3930,MALU,COR,NA,-1.325911,2.484e-4,-0.0974602,0.1935639,-2.836e-4,-0.2630376,1.165095,0.0017343,-0.8031898,223
MB,3,101,PICE,MAR,NA,-1.744836,1.64e-5,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-9.48e-4,-0.2907588,1182
MB,3,105,PICE,GLA,NA,-1.401168,0.0014742,-0.151224,-0.7232708,0.0010141,-0.2478244,-0.131813,-7.028e-4,-0.401185,182
MB,3,203,PINU,BAN,NA,-2.111897,-3.398e-4,-0.040599,-0.4665613,-4.263e-4,-0.3407016,-1.211143,-3.894e-4,-0.2729337,1154
MB,3,602,LARI,LAR,NA,-2.200225,-0.0012317,0.0208564,-1.874419,-0.0061411,0.1357377,-1.723543,-0.0039886,-0.0527991,349
MB,3,1100,GENC,SPP,NA,-1.744836,1.64e-5,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-9.48e-4,-0.2907588,1182
MB,3,1200,POPU,SPP,NA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,3,1201,POPU,TRE,NA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,3,1203,POPU,BAL,NA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,3,1203,POPU,BAL,BAL,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,3,1203,POPU,BAL,GLA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,3,1206,POPU,GRA,NA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,3,1308,BETU,PAP,NEO,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,4.414e-4,-0.2950217,82
MB,5,101,PICE,MAR,NA,-1.744836,1.64e-5,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-9.48e-4,-0.2907588,1182
MB,5,105,PICE,GLA,NA,-1.401168,0.0014742,-0.151224,-0.7232708,0.0010141,-0.2478244,-0.131813,-7.028e-4,-0.401185,182
MB,5,203,PINU,BAN,NA,-2.111897,-3.398e-4,-0.040599,-0.4665613,-4.263e-4,-0.3407016,-1.211143,-3.894e-4,-0.2729337,1154
MB,5,302,ABIE,BAL,NA,-1.671886,-2.512e-4,-0.0080862,-0.8571045,0.0014477,-0.2527275,-0.6683693,-0.0030847,-0.2447528,254
MB,5,602,LARI,LAR,NA,-2.200225,-0.0012317,0.0208564,-1.874419,-0.0061411,0.1357377,-1.723543,-0.0039886,-0.0527991,349
MB,5,1100,GENC,SPP,NA,-1.744836,1.64e-5,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-9.48e-4,-0.2907588,1182
MB,5,1200,POPU,SPP,NA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,5,1201,POPU,TRE,NA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,5,1203,POPU,BAL,NA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,5,1203,POPU,BAL,BAL,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,5,1203,POPU,BAL,GLA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,5,1206,POPU,GRA,NA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,5,1303,BETU,PAP,NA,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,4.414e-4,-0.2950217,82
MB,5,1303,BETU,PAP,PAP,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,4.414e-4,-0.2950217,82
MB,5,1308,BETU,PAP,NEO,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,4.414e-4,-0.2950217,82
MB,6,101,PICE,MAR,NA,-1.744836,1.64e-5,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-9.48e-4,-0.2907588,1182
MB,6,105,PICE,GLA,NA,-1.401168,0.0014742,-0.151224,-0.7232708,0.0010141,-0.2478244,-0.131813,-7.028e-4,-0.401185,182
MB,6,203,PINU,BAN,NA,-2.111897,-3.398e-4,-0.040599,-0.4665613,-4.263e-4,-0.3407016,-1.211143,-3.894e-4,-0.2729337,1154
MB,6,209,PINU,RES,NA,-1.149054,-3.231e-4,-0.2106626,0.8554069,-0.0012352,-0.4985741,1.731214,-4.346e-4,-0.7078015,25
MB,6,211,PINU,SYL,NA,-1.646555,-2.97e-4,-0.1566206,-0.8570446,-0.0041565,-0.1151249,-0.4565518,-0.0016013,-0.4025033,2
MB,6,302,ABIE,BAL,NA,-1.671886,-2.512e-4,-0.0080862,-0.8571045,0.0014477,-0.2527275,-0.6683693,-0.0030847,-0.2447528,254
MB,6,602,LARI,LAR,NA,-2.200225,-0.0012317,0.0208564,-1.874419,-0.0061411,0.1357377,-1.723543,-0.0039886,-0.0527991,349
MB,6,701,THUJ,OCC,NA,-2.007862,-8.848e-4,0.0387565,-0.2083024,0.0022931,-0.3283602,0.5346001,0.0044399,-0.5966973,108
MB,6,801,JUNI,VIR,NA,-2.007862,-8.848e-4,0.0387565,-0.2083024,0.0022931,-0.3283602,0.5346001,0.0044399,-0.5966973,108
MB,6,1100,GENC,SPP,NA,-1.744836,1.64e-5,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-9.48e-4,-0.2907588,1182
MB,6,1200,POPU,SPP,NA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,6,1201,POPU,TRE,NA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,6,1203,POPU,BAL,NA,-1.214657,-9.726e-4,-0.0798146,-1.091051,-7.73e-5,-0.1036095,-2.691083,-0.0060088,0.0739839,81
MB,6,1203,POPU,BAL,BAL,-1.214657,-9.726e-4,-0.0798146,-1.091051,-7.73e-5,-0.1036095,-2.691083,-0.0060088,0.0739839,81
MB,6,1203,POPU,BAL,GLA,-1.214657,-9.726e-4,-0.0798146,-1.091051,-7.73e-5,-0.1036095,-2.691083,-0.0060088,0.0739839,81
MB,6,1205,POPU,DEL,NA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,6,1205,POPU,DEL,DEL,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,6,1206,POPU,GRA,NA,-1.272288,5.062e-4,-0.085909,-1.048149,4.709e-4,-0.1711201,-0.9596301,-4.234e-4,-0.3826086,625
MB,6,1303,BETU,PAP,NA,-1.615514,2.909e-4,-0.0439068,-0.3622121,0.0043274,-0.3741779,-1.367642,-0.0016287,-0.2330962,76
MB,6,1303,BETU,PAP,PAP,-1.615514,2.909e-4,-0.0439068,-0.3622121,0.0043274,-0.3741779,-1.367642,-0.0016287,-0.2330962,76
MB,6,1308,BETU,PAP,NEO,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,4.414e-4,-0.2950217,82
MB,6,1404,ACER,NEG,NA,-1.942214,-0.001215,0.0205737,-1.51729,6.041e-4,0.0471622,-2.024583,-0.0035157,-0.1032072,5790
MB,6,1500,GENH,SPP,NA,-1.749271,-0.0011443,-0.0385082,-2.368783,3.223e-4,0.2192045,-1.433405,-0.0013944,-0.2984636,1479
MB,6,2104,QUER,MAC,NA,-1.370146,-2.651e-4,-0.1202573,-1.634927,9.625e-4,0.0684885,-2.377792,-0.0021431,-0.0628063,333
MB,6,2201,ULMU,AME,NA,-1.960181,-1.57e-4,0.0062394,-1.685097,-0.0026884,0.107411,-2.625798,-6.915e-4,-0.0700522,36
MB,6,3400,FRAX,SPP,NA,-1.065444,-2.033e-4,-0.1522579,-1.325146,-9.012e-4,-0.0912154,-2.91139,-0.004534,0.0475528,176
MB,6,3401,FRAX,AME,NA,-2.211941,-0.0019618,0.1115686,-1.1817,0.0013502,-0.0455385,-2.889681,-0.0033952,0.0399585,13
MB,6,3402,FRAX,NIG,NA,-1.956892,-0.0016622,0.0523819,-1.967069,1.683e-4,0.0669219,-3.11579,-0.0031197,0.1094074,222
MB,6,3403,FRAX,PEN,NA,-1.956892,-0.0016622,0.0523819,-1.967069,1.683e-4,0.0669219,-3.11579,-0.0031197,0.1094074,222
MB,6,3405,FRAX,PEN,SUB,-1.956892,-0.0016622,0.0523819,-1.967069,1.683e-4,0.0669219,-3.11579,-0.0031197,0.1094074,222
MB,6,3405,FRAX,PEN,NA,-1.956892,-0.0016622,0.0523819,-1.967069,1.683e-4,0.0669219,-3.11579,-0.0031197,0.1094074,222
MB,6,3500,SALI,SPP,NA,-1.450118,-9.695e-4,-0.0052529,-1.647646,-0.0023226,0.0275494,-2.167719,-0.0033551,-0.0739145,111
MB,7,3500,SALI,SPP,NA,-2.362535,-0.0177836,0.3824485,-0.4964444,0.0122599,-0.3744031,-4.363103,-0.0275435,0.8106149,28
MB,8,3400,FRAX,SPP,NA,-2.547238,-0.0046494,0.2493766,-1.350298,0.0012512,-0.0559126,-3.724916,-0.0079614,0.3289843,24
MB,8,3401,FRAX,AME,NA,-2.118279,-0.0013705,0.0876078,-1.824772,-1.087e-4,0.0879763,-2.610864,-0.0014643,-0.0471405,27
MB,8,3402,FRAX,NIG,NA,-2.547238,-0.0046494,0.2493766,-1.350298,0.0012512,-0.0559126,-3.724916,-0.0079614,0.3289843,24
MB,8,3403,FRAX,PEN,NA,-2.118279,-0.0013705,0.0876078,-1.824772,-1.087e-4,0.0879763,-2.610864,-0.0014643,-0.0471405,27
MB,8,3405,FRAX,PEN,SUB,-2.118279,-0.0013705,0.0876078,-1.824772,-1.087e-4,0.0879763,-2.610864,-0.0014643,-0.0471405,27
MB,8,3405,FRAX,PEN,NA,-2.118279,-0.0013705,0.0876078,-1.824772,-1.087e-4,0.0879763,-2.610864,-0.0014643,-0.0471405,27
MB,8,3500,SALI,SPP,NA,-1.998667,-0.0029341,0.1549325,-0.0927303,0.005752,-0.508714,-2.09188,-0.0026044,-0.0918228,7
MB,9,101,PICE,MAR,NA,-1.027381,3.756e-4,-0.1843429,-0.1545921,-0.001318,-0.3166236,0.3933964,-0.0018937,-0.4454621,1296
MB,9,105,PICE,GLA,NA,-1.70583,-2.3e-4,-0.022704,-0.2900354,-0.0017558,-0.211135,-0.1433637,-0.001654,-0.371738,189
MB,9,203,PINU,BAN,NA,-0.2229182,0.0011087,-0.4249594,0.5925466,0.0012598,-0.606401,0.8549384,-0.0022074,-0.6705095,879
MB,9,209,PINU,RES,NA,-1.149054,-3.231e-4,-0.2106626,0.8554069,-0.0012352,-0.4985741,1.731214,-4.346e-4,-0.7078015,25
MB,9,302,ABIE,BAL,NA,-2.056974,-0.0017567,0.0955413,0.7066834,0.0050487,-0.5793432,0.2244995,0.0031394,-0.5547791,38
MB,9,602,LARI,LAR,NA,-1.601755,-0.0011189,-0.0659258,0.105331,3.653e-4,-0.3844923,-0.9082068,-0.001965,-0.2750265,221
MB,9,701,THUJ,OCC,NA,-2.007862,-8.848e-4,0.0387565,-0.2083024,0.0022931,-0.3283602,0.5346001,0.0044399,-0.5966973,108
MB,9,801,JUNI,VIR,NA,-2.007862,-8.848e-4,0.0387565,-0.2083024,0.0022931,-0.3283602,0.5346001,0.0044399,-0.5966973,108
MB,9,1100,GENC,SPP,NA,-1.027381,3.756e-4,-0.1843429,-0.1545921,-0.001318,-0.3166236,0.3933964,-0.0018937,-0.4454621,1296
MB,9,1200,POPU,SPP,NA,-0.7895457,2.845e-4,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1201,POPU,TRE,NA,-0.7895457,2.845e-4,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1203,POPU,BAL,NA,-0.7895457,2.845e-4,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1203,POPU,BAL,BAL,-0.7895457,2.845e-4,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1203,POPU,BAL,GLA,-0.7895457,2.845e-4,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1205,POPU,DEL,NA,-0.7895457,2.845e-4,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1205,POPU,DEL,DEL,-0.7895457,2.845e-4,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1206,POPU,GRA,NA,-0.7895457,2.845e-4,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1303,BETU,PAP,NA,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,4.414e-4,-0.2950217,82
MB,9,1303,BETU,PAP,PAP,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,4.414e-4,-0.2950217,82
MB,9,1308,BETU,PAP,NEO,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,4.414e-4,-0.2950217,82
MB,9,1404,ACER,NEG,NA,-1.942214,-0.001215,0.0205737,-1.51729,6.041e-4,0.0471622,-2.024583,-0.0035157,-0.1032072,5790
MB,9,1500,GENH,SPP,NA,-1.749271,-0.0011443,-0.0385082,-2.368783,3.223e-4,0.2192045,-1.433405,-0.0013944,-0.2984636,1479
MB,9,2104,QUER,MAC,NA,-1.370146,-2.651e-4,-0.1202573,-1.634927,9.625e-4,0.0684885,-2.377792,-0.0021431,-0.0628063,333
MB,9,2201,ULMU,AME,NA,-1.960181,-1.57e-4,0.0062394,-1.685097,-0.0026884,0.107411,-2.625798,-6.915e-4,-0.0700522,36
