juris_id,ecozone,canfi_species,genus,species,variety,vol_min,vol_max,p_sw_low,p_sb_low,p_br_low,p_fl_low,p_sw_high,p_sb_high,p_br_high,p_fl_high
BC,14,206,PINU,ALB,NA,0.8977329502,529.17971886,0.2874372132,0.0580183024,0.3544252575,0.3001192269,0.7099012859,0.083300617,0.1357379565,0.0710601406
BC,14,208,PINU,PON,NA,7.7834879581,831.22503028,0.5251235698,0.0822707703,0.2347590916,0.1578465684,0.7911045912,0.0617751112,0.0982852134,0.0488350842
BC,14,213,PINU,FLE,NA,0.8977329502,529.17971886,0.2874372132,0.0580183024,0.3544252575,0.3001192269,0.7099012859,0.083300617,0.1357379565,0.0710601406
BC,14,300,ABIE,SPP,NA,1.3966034538,1226.1797435,0.3996792538,0.0881575092,0.2805325698,0.2316306672,0.696427481,0.101784877,0.146596762,0.0551908799
BC,14,301,ABIE,AMA,NA,1.3966034538,1226.1797435,0.3996792538,0.0881575092,0.2805325698,0.2316306672,0.696427481,0.101784877,0.146596762,0.0551908799
BC,14,302,ABIE,BAL,NA,1.3966034538,1226.1797435,0.3996792538,0.0881575092,0.2805325698,0.2316306672,0.696427481,0.101784877,0.146596762,0.0551908799
BC,14,303,ABIE,GRA,NA,1.3966034538,1226.1797435,0.3996792538,0.0881575092,0.2805325698,0.2316306672,0.696427481,0.101784877,0.146596762,0.0551908799
BC,14,304,ABIE,LAS,NA,1.3966034538,1226.1797435,0.3996792538,0.0881575092,0.2805325698,0.2316306672,0.696427481,0.101784877,0.146596762,0.0551908799
BC,14,308,ABIE,BIF,NA,1.3966034538,1226.1797435,0.3996792538,0.0881575092,0.2805325698,0.2316306672,0.696427481,0.101784877,0.146596762,0.0551908799
BC,14,400,TSUG,SPP,NA,0.7886119383,1390.6147969,0.391207739,0.0769137963,0.2689335856,0.2629448791,0.7647853955,0.1249182211,0.0896207549,0.0206756285
BC,14,402,TSUG,HET,NA,0.7886119383,1390.6147969,0.391207739,0.0769137963,0.2689335856,0.2629448791,0.7647853955,0.1249182211,0.0896207549,0.0206756285
BC,14,403,TSUG,MER,NA,22.930999105,1047.9683314,0.6548870603,0.1186117409,0.1299006402,0.0966005586,0.7216928675,0.1189264392,0.110960262,0.0484204313
BC,14,404,TSUG,MER,HET,22.930999105,1047.9683314,0.6548870603,0.1186117409,0.1299006402,0.0966005586,0.7216928675,0.1189264392,0.110960262,0.0484204313
BC,14,500,PSEU,MEN,NA,0.590985695,1855.6885895,0.453281512,0.0999775523,0.2202529262,0.2264880095,0.6928748801,0.1158167529,0.1338270261,0.057481341
BC,14,500,PSEU,MEN,MEN,0.590985695,1855.6885895,0.453281512,0.0999775523,0.2202529262,0.2264880095,0.6928748801,0.1158167529,0.1338270261,0.057481341
BC,14,500,PSEU,MEN,GLA,0.590985695,1855.6885895,0.453281512,0.0999775523,0.2202529262,0.2264880095,0.6928748801,0.1158167529,0.1338270261,0.057481341
BC,14,500,PSEU,SPP,NA,0.590985695,1855.6885895,0.453281512,0.0999775523,0.2202529262,0.2264880095,0.6928748801,0.1158167529,0.1338270261,0.057481341
BC,14,600,LARI,SPP,NA,3.8575573987,795.06432589,0.7311041237,0.0810267988,0.1098500054,0.0780190722,0.7679116859,0.1120141347,0.0799389614,0.0401352179
BC,14,602,LARI,LAR,NA,3.8575573987,795.06432589,0.7311041237,0.0810267988,0.1098500054,0.0780190722,0.7679116859,0.1120141347,0.0799389614,0.0401352179
BC,14,603,LARI,OCC,NA,3.8575573987,795.06432589,0.7311041237,0.0810267988,0.1098500054,0.0780190722,0.7679116859,0.1120141347,0.0799389614,0.0401352179
BC,14,604,LARI,LYA,NA,3.8575573987,795.06432589,0.7311041237,0.0810267988,0.1098500054,0.0780190722,0.7679116859,0.1120141347,0.0799389614,0.0401352179
BC,14,700,THUJ,SPP,NA,1.331883172,2571.7093279,0.4092496985,0.1242683134,0.2352026998,0.2312792882,0.7121581828,0.1336935948,0.1231379323,0.0310102901
BC,14,702,THUJ,PLI,NA,1.331883172,2571.7093279,0.4092496985,0.1242683134,0.2352026998,0.2312792882,0.7121581828,0.1336935948,0.1231379323,0.0310102901
BC,14,901,TAXU,BRE,NA,1.331883172,2571.7093279,0.4092496985,0.1242683134,0.2352026998,0.2312792882,0.7121581828,0.1336935948,0.1231379323,0.0310102901
BC,14,1000,CHAM,SPP,NA,1.8117325103,1591.0739639,0.1924085266,0.1005960513,0.319471665,0.3875237571,0.7622047959,0.0930131481,0.0884855193,0.0562965367
BC,14,1001,CHAM,NOO,NA,1.8117325103,1591.0739639,0.1924085266,0.1005960513,0.319471665,0.3875237571,0.7622047959,0.0930131481,0.0884855193,0.0562965367
BC,14,1100,GENC,SPP,NA,0.4195011872,1105.8162774,0.4576835496,0.0948185716,0.200124245,0.2473736339,0.7885769204,0.0876518238,0.0870334254,0.0367378304
BC,14,1150,UNKN,SPP,NA,0.1897941541,2571.7093279,0.5092288611,0.1023975436,0.2060421184,0.1823314769,0.7127139278,0.1439974441,0.1211614351,0.022127193
BC,14,1200,POPU,SPP,NA,0.4783059466,650.5206809,0.6429959685,0.156498997,0.129746341,0.0707586935,0.7664796629,0.1243449943,0.083999955,0.0251753877
BC,14,1201,POPU,TRE,NA,0.4783059466,650.5206809,0.6429959685,0.156498997,0.129746341,0.0707586935,0.7664796629,0.1243449943,0.083999955,0.0251753877
BC,14,1203,POPU,BAL,NA,57.641035214,1197.3464506,0.641677035,0.1386735767,0.1589606772,0.0606887111,0.7445395614,0.0812798146,0.1619377269,0.012242897
BC,14,1203,POPU,BAL,BAL,57.641035214,1197.3464506,0.641677035,0.1386735767,0.1589606772,0.0606887111,0.7445395614,0.0812798146,0.1619377269,0.012242897
BC,14,1204,POPU,TRI,NA,57.641035214,1197.3464506,0.641677035,0.1386735767,0.1589606772,0.0606887111,0.7445395614,0.0812798146,0.1619377269,0.012242897
BC,14,1300,BETU,SPP,NA,0.7875,553.21248691,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1303,BETU,PAP,PAP,0.7875,553.21248691,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1303,BETU,PAP,NA,0.7875,553.21248691,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1305,BETU,ALA,NA,0.7875,553.21248691,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1305,BETU,NEO,NA,0.7875,553.21248691,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1308,BETU,PAP,NEO,0.7875,553.21248691,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1314,BETU,OCC,NA,0.7875,553.21248691,0.5975317317,0.1191332513,0.1729921693,0.1103428476,0.7291225829,0.1093554075,0.1258795044,0.0356425052
BC,14,1400,ACER,SPP,NA,49.422860597,1286.0246106,0.6291456523,0.1281471674,0.1912704987,0.0514366816,0.7495721417,0.1281560744,0.1039496526,0.0183221313
BC,14,1403,ACER,MAC,NA,49.422860597,1286.0246106,0.6291456523,0.1281471674,0.1912704987,0.0514366816,0.7495721417,0.1281560744,0.1039496526,0.0183221313
BC,14,1420,ACER,CIR,NA,49.422860597,1286.0246106,0.6291456523,0.1281471674,0.1912704987,0.0514366816,0.7495721417,0.1281560744,0.1039496526,0.0183221313
BC,14,1500,GENH,SPP,NA,5.8079031274,1074.6115577,0.511308511,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
BC,14,1800,ALNU,SPP,NA,5.8079031274,1074.6115577,0.511308511,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
BC,14,1802,ALNU,RUB,NA,5.8079031274,1074.6115577,0.511308511,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
BC,14,2100,QUER,SPP,NA,49.422860597,1286.0246106,0.6291456523,0.1281471674,0.1912704987,0.0514366816,0.7495721417,0.1281560744,0.1039496526,0.0183221313
BC,14,2803,PRUN,EMA,NA,5.8079031274,1074.6115577,0.511308511,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
BC,14,3500,SALI,SPP,NA,3.4102282844,187.50573097,0.6519375056,0.1570010113,0.1166431046,0.0744183785,0.6947197468,0.1288055722,0.1143429254,0.0621317555
BC,14,3930,MALU,COR,NA,5.8079031274,1074.6115577,0.511308511,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
BC,14,3930,MALU,FUS,NA,5.8079031274,1074.6115577,0.511308511,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
BC,14,3930,MALU,SPP,NA,5.8079031274,1074.6115577,0.511308511,0.0972086943,0.2447476875,0.1467351071,0.7174257901,0.1171238049,0.1282696076,0.0371807974
MB,3,101,PICE,MAR,NA,0.3165080419,393.98583458,0.5368072804,0.0922863043,0.138775603,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,3,105,PICE,GLA,NA,0.9579603249,529.19418368,0.4989840918,0.0954915659,0.1591442548,0.2463800875,0.7246755288,0.1098079928,0.1131909056,0.0523255729
MB,3,203,PINU,BAN,NA,0.1650410436,382.57584582,0.6224773778,0.0848889748,0.1386884621,0.1539451854,0.8100053109,0.0737148241,0.0659324036,0.0503474614
MB,3,602,LARI,LAR,NA,2.8710377427,450.39668281,0.6282439613,0.0825433507,0.145189554,0.144023134,0.8070901679,0.0723382837,0.0773133636,0.0432581849
MB,3,1100,GENC,SPP,NA,0.3165080419,393.98583458,0.5368072804,0.0922863043,0.138775603,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,3,1200,POPU,SPP,NA,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,3,1201,POPU,TRE,NA,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,3,1203,POPU,BAL,NA,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,3,1203,POPU,BAL,BAL,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,3,1206,POPU,GRA,NA,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,3,1308,BETU,PAP,NEO,15.403045501,326.5658705,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.105628133,0.1830203748,0.036627833
MB,5,101,PICE,MAR,NA,0.3165080419,393.98583458,0.5368072804,0.0922863043,0.138775603,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,5,105,PICE,GLA,NA,0.9579603249,529.19418368,0.4989840918,0.0954915659,0.1591442548,0.2463800875,0.7246755288,0.1098079928,0.1131909056,0.0523255729
MB,5,203,PINU,BAN,NA,0.1650410436,382.57584582,0.6224773778,0.0848889748,0.1386884621,0.1539451854,0.8100053109,0.0737148241,0.0659324036,0.0503474614
MB,5,302,ABIE,BAL,NA,1.5188872089,329.11027887,0.5461174033,0.1003285582,0.1436383647,0.2099156737,0.7139395968,0.1231417844,0.1058911395,0.0570274793
MB,5,602,LARI,LAR,NA,2.8710377427,450.39668281,0.6282439613,0.0825433507,0.145189554,0.144023134,0.8070901679,0.0723382837,0.0773133636,0.0432581849
MB,5,1100,GENC,SPP,NA,0.3165080419,393.98583458,0.5368072804,0.0922863043,0.138775603,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,5,1200,POPU,SPP,NA,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,5,1201,POPU,TRE,NA,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,5,1203,POPU,BAL,NA,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,5,1203,POPU,BAL,BAL,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,5,1206,POPU,GRA,NA,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,5,1303,BETU,PAP,NA,15.403045501,326.5658705,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.105628133,0.1830203748,0.036627833
MB,5,1303,BETU,PAP,PAP,15.403045501,326.5658705,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.105628133,0.1830203748,0.036627833
MB,5,1308,BETU,PAP,NEO,15.403045501,326.5658705,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.105628133,0.1830203748,0.036627833
MB,6,101,PICE,MAR,NA,0.3165080419,393.98583458,0.5368072804,0.0922863043,0.138775603,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,6,105,PICE,GLA,NA,0.9579603249,529.19418368,0.4989840918,0.0954915659,0.1591442548,0.2463800875,0.7246755288,0.1098079928,0.1131909056,0.0523255729
MB,6,203,PINU,BAN,NA,0.1650410436,382.57584582,0.6224773778,0.0848889748,0.1386884621,0.1539451854,0.8100053109,0.0737148241,0.0659324036,0.0503474614
MB,6,209,PINU,RES,NA,1.0306538141,386.363291,0.3390034237,0.0686558959,0.2210375172,0.3713031633,0.7555888824,0.0712999365,0.0902059136,0.0829052676
MB,6,211,PINU,SYL,NA,39.017495743,295.003959,0.6746285251,0.0722003699,0.1618030328,0.0913680722,0.7959696803,0.0648269487,0.0914869676,0.0477164034
MB,6,302,ABIE,BAL,NA,1.5188872089,329.11027887,0.5461174033,0.1003285582,0.1436383647,0.2099156737,0.7139395968,0.1231417844,0.1058911395,0.0570274793
MB,6,602,LARI,LAR,NA,2.8710377427,450.39668281,0.6282439613,0.0825433507,0.145189554,0.144023134,0.8070901679,0.0723382837,0.0773133636,0.0432581849
MB,6,701,THUJ,OCC,NA,16.218673944,499.73926084,0.5440842995,0.0828128278,0.1808306065,0.1922722662,0.6550970945,0.0884616474,0.143036204,0.113405054
MB,6,801,JUNI,VIR,NA,16.218673944,499.73926084,0.5440842995,0.0828128278,0.1808306065,0.1922722662,0.6550970945,0.0884616474,0.143036204,0.113405054
MB,6,1100,GENC,SPP,NA,0.3165080419,393.98583458,0.5368072804,0.0922863043,0.138775603,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,6,1200,POPU,SPP,NA,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,6,1201,POPU,TRE,NA,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,6,1203,POPU,BAL,NA,1.7985648676,256.39075267,0.6045886137,0.168412926,0.1708614636,0.0561369968,0.7165312169,0.1191676281,0.1377689602,0.0265321947
MB,6,1203,POPU,BAL,BAL,1.7985648676,256.39075267,0.6045886137,0.168412926,0.1708614636,0.0561369968,0.7165312169,0.1191676281,0.1377689602,0.0265321947
MB,6,1205,POPU,DEL,NA,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,6,1205,POPU,DEL,DEL,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,6,1206,POPU,GRA,NA,0.5801969648,703.92062662,0.5526225783,0.1343676408,0.139717506,0.1732922749,0.7191321338,0.1479418832,0.1036753348,0.0292506483
MB,6,1303,BETU,PAP,NA,0.3636748411,289.66665044,0.5733952892,0.1038819248,0.1945059253,0.1282168607,0.6934599092,0.1123564076,0.148772073,0.0454116102
MB,6,1303,BETU,PAP,PAP,0.3636748411,289.66665044,0.5733952892,0.1038819248,0.1945059253,0.1282168607,0.6934599092,0.1123564076,0.148772073,0.0454116102
MB,6,1308,BETU,PAP,NEO,15.403045501,326.5658705,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.105628133,0.1830203748,0.036627833
MB,6,1404,ACER,NEG,NA,0.44,509.09,0.6643514013,0.102403013,0.1604421511,0.0728034346,0.6792775126,0.0730728998,0.233753558,0.0138960297
MB,6,1500,GENH,SPP,NA,0.28,496.33000001,0.7085357217,0.1025737024,0.0898738425,0.0990167334,0.7075142464,0.0681200532,0.2059357898,0.0184299106
MB,6,2104,QUER,MAC,NA,8.8,377.2,0.6841454444,0.1337405452,0.1259865315,0.056127479,0.6684558523,0.0841824962,0.2213833597,0.0259782919
MB,6,2201,ULMU,AME,NA,4.4900000025,136.23,0.6901559284,0.0955488788,0.1663771146,0.0479180782,0.702826255,0.1002857383,0.1629685608,0.0339194458
MB,6,3400,FRAX,SPP,NA,2.1750417577,381.68424821,0.6375095406,0.1668391047,0.1486571535,0.0469942013,0.7809654545,0.1059786233,0.096371936,0.0166839862
MB,6,3401,FRAX,AME,NA,11.31,296.21,0.6948301553,0.1080640042,0.1571381323,0.0399677082,0.6788436432,0.0884578182,0.2119073422,0.0207911964
MB,6,3402,FRAX,NIG,NA,2.08,384.37,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,6,3403,FRAX,PEN,NA,2.08,384.37,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,6,3405,FRAX,PEN,SUB,2.08,384.37,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,6,3405,FRAX,PEN,NA,2.08,384.37,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,6,3500,SALI,SPP,NA,0.35,121.39,0.6531330064,0.1602803703,0.1293180586,0.0572685647,0.6938176942,0.1449959396,0.1236591789,0.0375271872
MB,7,3500,SALI,SPP,NA,1.05,56.87,0.6407344344,0.1464168014,0.1494378333,0.063410931,0.6672400725,0.1116253952,0.1604547863,0.0606797459
MB,8,3400,FRAX,SPP,NA,6.81,203.37,0.6839009655,0.1105685824,0.1589134213,0.0466170308,0.7086367047,0.1005607379,0.1596982965,0.0311042608
MB,8,3401,FRAX,AME,NA,16.699999998,266.65,0.7051060344,0.1106416084,0.1415840181,0.0426683391,0.6972618294,0.1042962763,0.169850726,0.0285911683
MB,8,3402,FRAX,NIG,NA,6.81,203.37,0.6839009655,0.1105685824,0.1589134213,0.0466170308,0.7086367047,0.1005607379,0.1596982965,0.0311042608
MB,8,3403,FRAX,PEN,NA,16.699999998,266.65,0.7051060344,0.1106416084,0.1415840181,0.0426683391,0.6972618294,0.1042962763,0.169850726,0.0285911683
MB,8,3405,FRAX,PEN,SUB,16.699999998,266.65,0.7051060344,0.1106416084,0.1415840181,0.0426683391,0.6972618294,0.1042962763,0.169850726,0.0285911683
MB,8,3405,FRAX,PEN,NA,16.699999998,266.65,0.7051060344,0.1106416084,0.1415840181,0.0426683391,0.6972618294,0.1042962763,0.169850726,0.0285911683
MB,8,3500,SALI,SPP,NA,2.67,153.57,0.6963249122,0.1646798839,0.0951528117,0.0438423922,0.679676774,0.1048335562,0.1857860055,0.0297036642
MB,9,101,PICE,MAR,NA,0.5875360528,427.28065612,0.4335479055,0.1106018429,0.1802142436,0.2756360081,0.7589007052,0.1027693375,0.0816164864,0.0567134709
MB,9,105,PICE,GLA,NA,1.2889939641,490.39794534,0.4268572301,0.0793908889,0.2426107309,0.2511411501,0.737358943,0.1059542947,0.1023198486,0.0543669136
MB,9,203,PINU,BAN,NA,0.1498626351,331.65961719,0.4613502455,0.1572266513,0.1583114642,0.223111639,0.8124301596,0.0849189461,0.0689162385,0.0337346559
MB,9,209,PINU,RES,NA,1.0306538141,386.363291,0.3390034237,0.0686558959,0.2210375172,0.3713031633,0.7555888824,0.0712999365,0.0902059136,0.0829052676
MB,9,302,ABIE,BAL,NA,3.5386289592,343.51965759,0.4240561711,0.0685547196,0.2985039694,0.2088851399,0.6692036213,0.1009874243,0.1469539773,0.0828549771
MB,9,602,LARI,LAR,NA,0.57,481.98575458,0.4927053842,0.0931360421,0.2788628397,0.135295734,0.7559849632,0.0826075608,0.1164617937,0.0449456824
MB,9,701,THUJ,OCC,NA,16.218673944,499.73926084,0.5440842995,0.0828128278,0.1808306065,0.1922722662,0.6550970945,0.0884616474,0.143036204,0.113405054
MB,9,801,JUNI,VIR,NA,16.218673944,499.73926084,0.5440842995,0.0828128278,0.1808306065,0.1922722662,0.6550970945,0.0884616474,0.143036204,0.113405054
MB,9,1100,GENC,SPP,NA,0.5875360528,427.28065612,0.4335479055,0.1106018429,0.1802142436,0.2756360081,0.7589007052,0.1027693375,0.0816164864,0.0567134709
MB,9,1200,POPU,SPP,NA,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1201,POPU,TRE,NA,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1203,POPU,BAL,NA,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1203,POPU,BAL,BAL,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1205,POPU,DEL,NA,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1205,POPU,DEL,DEL,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1206,POPU,GRA,NA,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,9,1303,BETU,PAP,NA,15.403045501,326.5658705,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.105628133,0.1830203748,0.036627833
MB,9,1303,BETU,PAP,PAP,15.403045501,326.5658705,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.105628133,0.1830203748,0.036627833
MB,9,1308,BETU,PAP,NEO,15.403045501,326.5658705,0.5980853845,0.1040810646,0.2270677853,0.0707657656,0.6747236592,0.105628133,0.1830203748,0.036627833
MB,9,1404,ACER,NEG,NA,0.44,509.09,0.6643514013,0.102403013,0.1604421511,0.0728034346,0.6792775126,0.0730728998,0.233753558,0.0138960297
MB,9,1500,GENH,SPP,NA,0.28,496.33000001,0.7085357217,0.1025737024,0.0898738425,0.0990167334,0.7075142464,0.0681200532,0.2059357898,0.0184299106
MB,9,2104,QUER,MAC,NA,8.8,377.2,0.6841454444,0.1337405452,0.1259865315,0.056127479,0.6684558523,0.0841824962,0.2213833597,0.0259782919
MB,9,2201,ULMU,AME,NA,4.4900000025,136.23,0.6901559284,0.0955488788,0.1663771146,0.0479180782,0.702826255,0.1002857383,0.1629685608,0.0339194458
MB,9,3000,TILI,AME,NA,5.91,463.34,0.658844449,0.1421433636,0.1521961559,0.0468160315,0.6932394626,0.1136290785,0.1719731891,0.0211582698
MB,9,3400,FRAX,SPP,NA,2.08,384.37,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,9,3401,FRAX,AME,NA,11.31,296.21,0.6948301553,0.1080640042,0.1571381323,0.0399677082,0.6788436432,0.0884578182,0.2119073422,0.0207911964
MB,9,3402,FRAX,NIG,NA,2.08,384.37,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,9,3403,FRAX,PEN,NA,2.08,384.37,0.7264839743,0.1236426699,0.1084093653,0.0414639905,0.7375998318,0.0953795326,0.1376157395,0.0294048961
MB,9,3500,SALI,SPP,NA,0.28,496.33000001,0.7085357217,0.1025737024,0.0898738425,0.0990167334,0.7075142464,0.0681200532,0.2059357898,0.0184299106
MB,10,101,PICE,MAR,NA,0.3165080419,393.98583458,0.5368072804,0.0922863043,0.138775603,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,10,105,PICE,GLA,NA,3.0427728432,583.77717116,0.3424235665,0.0761929068,0.2401166425,0.3412668841,0.7470978732,0.0951032922,0.0867963293,0.0710025053
MB,10,203,PINU,BAN,NA,0.1498626351,331.65961719,0.4613502455,0.1572266513,0.1583114642,0.223111639,0.8124301596,0.0849189461,0.0689162385,0.0337346559
MB,10,209,PINU,RES,NA,1.0306538141,386.363291,0.3390034237,0.0686558959,0.2210375172,0.3713031633,0.7555888824,0.0712999365,0.0902059136,0.0829052676
MB,10,302,ABIE,BAL,NA,1.5188872089,329.11027887,0.5461174033,0.1003285582,0.1436383647,0.2099156737,0.7139395968,0.1231417844,0.1058911395,0.0570274793
MB,10,602,LARI,LAR,NA,2.8710377427,450.39668281,0.6282439613,0.0825433507,0.145189554,0.144023134,0.8070901679,0.0723382837,0.0773133636,0.0432581849
MB,10,701,THUJ,OCC,NA,16.218673944,499.73926084,0.5440842995,0.0828128278,0.1808306065,0.1922722662,0.6550970945,0.0884616474,0.143036204,0.113405054
MB,10,801,JUNI,VIR,NA,16.218673944,499.73926084,0.5440842995,0.0828128278,0.1808306065,0.1922722662,0.6550970945,0.0884616474,0.143036204,0.113405054
MB,10,1100,GENC,SPP,NA,0.3165080419,393.98583458,0.5368072804,0.0922863043,0.138775603,0.2321308122,0.7587373274,0.0994645322,0.0774564056,0.0643417348
MB,10,1200,POPU,SPP,NA,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1201,POPU,TRE,NA,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1203,POPU,BAL,NA,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1203,POPU,BAL,BAL,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1205,POPU,DEL,NA,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1205,POPU,DEL,DEL,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
MB,10,1206,POPU,GRA,NA,0.2481755683,522.74682936,0.383345371,0.1441937788,0.2478499271,0.2246109231,0.7568441024,0.1754129316,0.0666897067,0.0010532594
